URL,Review
https://www.grubhub.com/restaurant/falafel-corner-3620-n-freeway-blvd-sacramento/346705,"I will always order and eat from this restaurant. However, this is the first time I am giving it anything but a 5 star. Two things...some of the chicken still had cartilage on it, and the other is that the order came 16 minutes too early and we hadn't gotten home from work yet."
https://www.grubhub.com/restaurant/falafel-corner-3620-n-freeway-blvd-sacramento/346705,Just really good food.
https://www.grubhub.com/restaurant/falafel-corner-3620-n-freeway-blvd-sacramento/346705,"This is my number one local go to spot. Hot, fresh food with good portions and reasonably priced. I will always keep ordering from here!"
https://www.grubhub.com/restaurant/falafel-corner-3620-n-freeway-blvd-sacramento/346705,Will always order again
https://www.grubhub.com/restaurant/falafel-corner-3620-n-freeway-blvd-sacramento/346705,"We’ve been eating here for years now, and we’ve never been disappointed. The food is always spot on, and so so good!"
https://www.grubhub.com/restaurant/falafel-corner-3620-n-freeway-blvd-sacramento/346705,Not the best location for this chain
https://www.grubhub.com/restaurant/falafel-corner-3620-n-freeway-blvd-sacramento/346705,"The food was wonderful and flavor was good, the only thing that I was not a fan of was the fries, they seem to be under cooked, more soggy them crunchy. I would order again just no fires."
https://www.grubhub.com/restaurant/falafel-corner-1004-j-st-sacramento/5958720,Flavorful food with good sized portions. It came hot and not soggy.
https://www.grubhub.com/restaurant/falafel-corner-1004-j-st-sacramento/5958720,"The food was good overall, but driver drove around with my order for 15 mins, so food was pretty much cold when it arrived. I've had the same dish before and it's much better when it arrives hot."
https://www.grubhub.com/restaurant/falafel-corner-1004-j-st-sacramento/5958720,The bread was hard and dry
https://www.grubhub.com/restaurant/falafel-corner-1004-j-st-sacramento/5958720,"I needed tzatziki sauce. Otherwise, it was yummy."
https://www.grubhub.com/restaurant/falafel-corner-1004-j-st-sacramento/5958720,"I don’t think I’m a fan of falafel, I really didn’t like this sorry"
https://www.grubhub.com/restaurant/falafel-corner-1004-j-st-sacramento/5958720,Literally the best food!
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,"Usually they are excellent, today they didn't follow my special instructions."
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,It's hella worth the price! Delicious.
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,"Food was great, but orders frequently missing items.  Order extra just in case."
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,The serving size was small and not prepared well. It had good taste.
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,"Good food, clean restaurant, friendly staff"
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,Best Mexican food in Sacramento
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,They did not include hot sauces requested in the app. Also the 2 burritos were not labeled. Lazy.
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,Amazing food! Love this place.
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,"Very good food, proper taqueria."
https://www.grubhub.com/restaurant/los-inmortales-taqueria-501-broadway-sacramento/7104192,Not impressed . It had just opened. Seemed expensive and poor vale
https://www.grubhub.com/restaurant/little-caesars-pizza-1340-e-covell-blvd-unit-103-davis/5616456,"Tasty, yummy, and convenient when it came to time."
https://www.grubhub.com/restaurant/tims-kitchen-davis-808-2nd-st-davis/6886080,It was good just forgot the chicken
https://www.grubhub.com/restaurant/mcdonalds-4444-chiles-rd-davis/2457649,No reviews found
https://www.grubhub.com/restaurant/carls-jr-1701-cowell-blvd-davis/5030624,"well, they failed to put napkins in the bag, disappointed by that."
https://www.grubhub.com/restaurant/carls-jr-1701-cowell-blvd-davis/5030624,"Order ended up being very late. I decided to just go pick it up myself, wasn't worth waiting just to eat cold food."
https://www.grubhub.com/restaurant/carls-jr-1701-cowell-blvd-davis/5030624,Satisfied my burger baby bump's craving. Chocolate shake was good too!
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,One of my favorites
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,I love this restaurant its one of my favorites
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"Restaurant is excellent, delivery not so good"
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,confusing grub hub menu. food wasn’t good.
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,No issues at all with the delivery. The shredded pork was very dry and barely any cheese. I haven’t ordered from here for a while due to a change in the quality. I thought it was a fluke but that does not seem to be the case.
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,great job delivering
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"Good food, needed plates and napkins as we're staying in a hotel.  Not sure how you could say that in the order"
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Good but forgot my cheese on my nachos
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,Food was good.  I called to request extra sauce.  Which I didn't receive any sauce also my order was missing some item's.
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,They forgot some sauces otherwise it was fine
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,They forgot to include key ingredients (meat and beans) for one of the items (super nachos) I ordered. The burrito was a little salty as well.
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,"I like it but prefer one where delivery isn't an option. But this one is good, not excellent but they are generous with their side of guacamole and pico."
https://www.grubhub.com/restaurant/el-patio-fresh-mexican-grill-200-e-st-davis/1950144,The fries were very over cooked to the point of breaking the plastic fork and even having a hard time with my metal fork. Everything else was great but the burnt/overcooked fries kinda killed it :(
