Restaurant Name,Item Name,Price
Cajun Feast,Fried Rice,$18.00 
Cajun Feast,Pan Fried Egg & Minced Beef Over Rice,$19.50 
Cajun Feast,Mapo Tofu Plated Rice (Spicy),$18.00 
Cajun Feast,Toasted Cheese & Garlic Fried Rice,$16.50 
Cajun Feast,Chinese Sausage Golden Double Egg Fried Rice,$22.50 
Cajun Feast,Pulled Ginger & Scallion Chicken with Rice,$18.00 
Cajun Feast,XO Sauce Fried Rice,$22.50 
Cajun Feast,Supreme Soy Sauce Stir Fried Noodle,$17.30 
Cajun Feast,Chow Mein,$18.00 
Cajun Feast,Singaporean Stir Fried Rice Noodle,$19.50 
Manna Restaurant,202. Doenjang – Jjigae,$22.79 
Manna Restaurant,203. Chadol Doenjang,$23.99 
Manna Restaurant,204. Kimchi - Jjigae,$22.79 
Manna Restaurant,205. Tofu-Jjigae,$22.79 
Manna Restaurant,206. Budae - Jjigae,$27.59+
Manna Restaurant,207. Yukgaejang,$25.19 
Manna Restaurant,208. Galbitang,$32.39 
Manna Restaurant,210. Samgyetang,$35.99 
Manna Restaurant,R-701. Chicken Teriyaki,$25.19 
Manna Restaurant,R-702. Spicy Chicken,$25.19 
Manna Restaurant,R-703. Spicy Polk – Bulgogi,$26.39 
Manna Restaurant,R-704. Jeyuk - Kimchi – Bokkeum,$28.79 
Manna Restaurant,R-705. Ojingeo– Bokkeum,$32.39 
Manna Restaurant,R-706. Ohsam – Bulgogi,$34.79 
Manna Restaurant,R-707. Bulgogi,$31.19 
Manna Restaurant,R-708. Galbi,$38.99 
Manna Restaurant,R-709. Grilled Mackerel,$27.59 
Hook & Ladder,Chocolate Budino,$11.70 
Thai Farm House,Fresh Roll,$10.95 
Thai Farm House,Drunken Noodles,$16.95+
Thai Farm House,Prik Khing,$16.95+
Thai Farm House,Prik Khing,$16.95+
Thai Farm House,Combination Prik Khing,$18.95+
Thai Farm House,Pad Pak,$16.95+
Thai Farm House,Combination Pad Pak,$18.95+
Thai Farm House,Pa Ram,$16.95+
Thai Farm House,Combination Pa Ram,$18.95+
Thai Farm House,Sweet and Sour,$16.95+
Thai Farm House,Combination Sweet and Sour,$18.95+
Thai Farm House,Thai Fried Rice,$16.95+
Thai Farm House,Combination Thai Fried Rice,$18.95+
Thai Farm House,Spicy Basil Fried Rice,$16.95+
Thai Farm House,Combination Spicy Basil Fried Rice,$18.95+
Thai Farm House,Pineapple Fried Rice,$16.95+
Thai Farm House,Combination Pineapple Fried Rice,$18.95+
Thai Farm House,Kanha Moogrob,$17.95 
Thai Farm House,Grapow Moogrob,$17.95 
Davis Sushi Restaurant,Ika Sashimi,$16.95 
Davis Sushi Restaurant,Smoked Salmon,$16.95 
Davis Sushi Restaurant,Seared Albacore Sashimi,$16.95 
Davis Sushi Restaurant,Hokkigai,$16.50 
Davis Sushi Restaurant,Saba Sashimi,$16.50 
Davis Sushi Restaurant,Tako Sashimi,$16.95 
Davis Sushi Restaurant,Hamachi Sashimi,$16.95 
Davis Sushi Restaurant,California Roll,$11.50 
Davis Sushi Restaurant,Kani-tago Maki (10pcs),$13.95 
Davis Sushi Restaurant,Shrimp Tempura Roll,$13.50 
Davis Sushi Restaurant,Sake Maki,$13.50 
Davis Sushi Restaurant,Philadelphia Roll,$14.50 
Davis Sushi Restaurant,Spicy Salmon roll,$14.50 
Davis Sushi Restaurant,Alaskan Roll,$14.50 
Davis Sushi Restaurant,Tekka Maki,$13.95 
Davis Sushi Restaurant,Hawaiian Roll,$14.50 
Davis Sushi Restaurant,Spicy Tuna Roll,$14.50 
Davis Sushi Restaurant,Unakyu Roll,$14.95 
Davis Sushi Restaurant,Rock and Roll,$14.95 
Davis Sushi Restaurant,S.O.S roll,$14.95 
Davis Sushi Restaurant,Futo-ebi roll (10ps),$15.95 
Davis Sushi Restaurant,Negihama Maki (10pcs),$15.95 
WeDaShii,They See Me Roll-N- Roll,$14.00 
WeDaShii,Better than Mike Tyson Roll,$14.50 
WeDaShii,Your Favorite Sushi Chef's Favorite Sushi Roll,$15.00 
WeDaShii,Mariah Carey Is a Diva Roll,$15.00 
WeDaShii,Sorry I'm Allergic Roll,$12.50 
WeDaShii,1 Man Can Change the World Roll,$16.00 
WeDaShii,CK.R.E.A.M Roll,$14.50 
WeDaShii,Mimi's Special Roll,$15.00 
WeDaShii,You're Welcome Roll,$12.50 
WeDaShii,Snoop lion,$14.50 
WeDaShii,Kicx Unlimited Roll,$18.50 
WeDaShii,Rocco Flacco Flame roll,$16.00 
WeDaShii,fresh 2 def,$16.00 
WeDaShii,The Good Life Roll,$15.50 
Pho King 4 ,"08. Pho noodle: Sliced steak, Brisket",$14.30 
Pho King 4 ,54. House Curry - Chicken,$15.40 
Pho King 4 ,MN1. Banh Mi Mini Combo,$6.05 
Pho King 4 ,MN2. Banh Mi Mini Grilled Pork,$6.05 
Pho King 4 ,MN3. Banh Mi Mini Grilled Chicken,$6.05 
Pho King 4 ,MN4. Banh Mi Mini Tofu,$5.50 
Pho King 4 ,BM2. Pork Roll Banh Mi,$8.80 
Pho King 4 ,BM4. Grilled Chicken Banh Mi,$8.80 
Pho King 4 ,BM5. Fried Egg Banh Mi,$8.80 
Pho King 4 ,BM6. Tofu Banh Mi,$8.25 
Pho King 4 ,BM7. Special Vegan Banh Mi,$8.80 
Pho King 4 ,K2. Beef Pho with Sliced Steak,$7.70 
Pho King 4 ,K3. Beef Pho with Meatballs,$7.70 
Pho King 4 ,K4. Chicken Pho,$7.70 
Jack's Urban Eats,Santa Fe Chicken,$19.33 
Jack's Urban Eats,Kids Chicken Strips,$11.33 
Jack's Urban Eats,Kids Grilled Cheese,$11.33 
Jack's Urban Eats,Kids Chicken Plate,$11.33 
Jack's Urban Eats,Kids Steak Plate,$11.33 
Jack's Urban Eats,Kids Turkey Plate,$11.33 
Jack's Urban Eats,Mac & Cheese,$7.73 
Jack's Urban Eats,Mashed Potatoes,$7.73 
Jack's Urban Eats,Baked Cheese Bread,$2.67 
Jack's Urban Eats,Sliced Pugliese,$1.33 
Jack's Urban Eats,Veg- Roasted Asparagus,$5.75 
Jack's Urban Eats,Turkey Corn Chowder,$8.67 
Jack's Urban Eats,Winter Vegetables,$7.73 
Tasty Palace Pin Xiang Ge,"Pork with Egg, Cucumber and Black Fungus木须肉",$19.99 
Tasty Palace Pin Xiang Ge,Sweet and Sour Ribs糖醋排骨,$20.99 
Tasty Palace Pin Xiang Ge,Braised Pig‘s Trotter红烧猪脚,$21.99 
Tasty Palace Pin Xiang Ge,Stir-fried Pork with Bamboo笋尖炒肉,$19.99 
Tasty Palace Pin Xiang Ge,Stir-fried Pork with Green Pepper青椒炒肉,$19.99 
Tasty Palace Pin Xiang Ge,Shredded Pork with Sweet Bean Sauce京酱肉丝,$19.99 
Tasty Palace Pin Xiang Ge,Spicy Pig's Trotter香辣猪脚,$21.99 
Tasty Palace Pin Xiang Ge,Sweet and Sour Chicken甜酸鸡,$18.99 
Tasty Palace Pin Xiang Ge,Boneless Spicy Chicken无骨辣子鸡,$18.99 
Tasty Palace Pin Xiang Ge,Spicy Chicken with Noodles大盘鸡,$23.99 
Tasty Palace Pin Xiang Ge,Chicken with Broccoli 芥兰鸡,$18.99 
Tasty Palace Pin Xiang Ge,Kung Pao Chicken 宫保鸡丁,$18.99 
Tasty Palace Pin Xiang Ge,Spicy Mongolian Chicken蒙古鸡,$18.99 
Tasty Palace Pin Xiang Ge,Braised Beef Brisket with Tomato,$21.99 
Tasty Palace Pin Xiang Ge,Spicy Mongolian Beef,$20.99 
Tasty Palace Pin Xiang Ge,Stir-fried Beef with Chili,$20.99 
Tasty Palace Pin Xiang Ge,Beef with Broccoli,$19.99 
Tasty Palace Pin Xiang Ge,Szechuan Boiled Beef,$22.99 
Tasty Palace Pin Xiang Ge,Beef with Chili Pepper,$20.99 
Tasty Palace Pin Xiang Ge,Stir-fried Beef with Onion,$20.99 
Tasty Palace Pin Xiang Ge,Cumin Flavored Beef,$20.99 
Teriyaki Madness,Utensils & Napkins,$14.99+
Panda Express,Peach Lychee Flavored Refresher,$13.00+
Panda Express,Pomegranate Pineapple Flavored Lemonade,$14.90+
Panda Express,Watermelon Mango Flavored Refresher,$4.15+
Panda Express,Barq's Root Beer,$4.15+
Panda Express,Fanta Orange,$4.15+
Panda Express,Minute Maid Lemonade,$3.00+
Panda Express,Sprite,$3.00+
Panda Express,Coca Cola Cherry,$3.00+
Panda Express,Fanta Strawberry,$3.00+
Panda Express,Fuze Raspberry Iced Tea,$3.00+
Panda Express,Passion Mango Black Tea,$3.00+
Panda Express,Dasani,$3.00+
Panda Express,Powerade Berry Blast,$3.00+
Panda Express,Minute Maid Apple Juice,$3.00+
Panda Express,Coke Mexico,$3.50+
Panda Express,Sprite,$3.00+
Panda Express,Smartwater,$3.90+
Dah Bao,Wintermelon Jasmine Milk Tea,$6.00 
Dah Bao,Pineapple Jasmine Milk Tea,$6.00 
Dah Bao,Passion Fruit Jasmine Milk Tea,$6.00 
Dah Bao,Jasmine Milk Tea,$5.50 
Dah Bao,Peach Jasmine Milk Tea,$6.00 
Dah Bao,Peach Yakult Tea,$6.00 
Dah Bao,Lychee Yakult Tea,$6.00 
Dah Bao,Mango Yakult Tea,$6.00 
Dah Bao,Strawberry Yakult Tea,$6.00 
Dah Bao,Taro Strawberry Milk Tea,$6.00 
Dah Bao,Brown Sugar Milk,$6.00 
Dah Bao,Taro Milk Tea,$6.00 
Dah Bao,Wintermelon Milk,$6.00 
Dah Bao,Reeses Ice Cream Shake,$8.00 
Dah Bao,Taro Ice Cream Shake,$8.00 
Dah Bao,Oreo Matcha Ice Cream Shake,$8.50 
Dah Bao,Happy Delight,$7.15 
Dah Bao,Oreo Ice Cream Shake,$8.00 
Dah Bao,Thai Freeze,$8.00 
Dah Bao,Mango Matcha Smoothie,$8.00 
Dah Bao,Strawberry Matcha Smoothie,$8.00 
Dah Bao,Blueberry Matcha Smoothie,$8.00 
Halal Bros,Dole Strawberry Lemonade,$2.99 
Halal Bros,Chicken Fries,$14.90 
Halal Bros,Lamb/Beef Fries,$14.90 
Halal Bros,Mix Fries,$14.90 
Halal Bros,Falafel Fries,$12.06 
Halal Bros,Cheeseburger,$10.29 
Halal Bros,Crispy chicken sandwich,$9.29 
Halal Bros,Double cheese burger,$11.22 
Halal Bros,Chapli burger,$10.29 
Nami Sushi,Raw Tuna Avocado Roll,$8.25 
Nami Sushi,Raw Tuna Cucumber Roll,$8.25 
Nami Sushi,Raw Alaska Roll,$8.25 
Nami Sushi,Raw Philadelphia Roll,$8.75 
Nami Sushi,Raw Spicy Salmon Roll,$8.99 
Nami Sushi,Raw Spicy Tuna Roll,$8.99 
Nami Sushi,Kamikaze Roll,$9.25 
Nami Sushi,Raw Yellowtail Jalapeno Roll,$8.25 
Nami Sushi,Spicy Crabmeat Roll,$8.99 
Nami Sushi,California Roll,$9.25 
Nami Sushi,Crab Cream Cheese,$9.25 
Nami Sushi,Salmon Skin Roll,$8.75 
Nami Sushi,Eel Avocado Roll,$9.25 
Nami Sushi,Eel Cucumber Roll,$9.25 
Nami Sushi,Shrimp Avocado Roll,$8.75 
Nami Sushi,Shrimp Cucumber Roll,$8.75 
Nami Sushi,Chicken Tempura Roll,$9.55 
Nami Sushi,Shrimp Tempura Roll,$9.55 
Nami Sushi,Salmon Tempura Roll,$9.55 
Sourdough & Co.,Chips,$1.89 
Sourdough & Co.,Apple Sauce,$1.29 
Falafel Corner,Side Of Gyro/Chicken/Falafels*,$3.99 
Falafel Corner,Baklava*,$1.99 
Falafel Corner,Drinks*,$1.69 
Wayback Burgers,SWEET BACON BURGER,$13.59 
Wayback Burgers,BACON CHEESE FRIES,$6.19+
Wayback Burgers,TATER TOTS,$4.89+
Wayback Burgers,CAJUN TATER TOTS,$4.89+
Wayback Burgers,ONION RINGS,$5.99+
Wayback Burgers,REGULAR CHEESE FRIES,$5.79 
Wayback Burgers,LARGE CHEESE FRIES,$8.09 
Wayback Burgers,FRESH BREWED ICED TEA,$4.09+
Wayback Burgers,FOUNTAIN DRINKS,$4.09+
Wayback Burgers,BOTTLED WATER,$4.09+
Wayback Burgers,BROWNIE MILKSHAKE,$8.69 
Wayback Burgers,CINNAMON TOAST CRUNCH MILKSHAKE,$8.69 
Wayback Burgers,RED VELVET SHAKE,$8.69 
Pho King 4 ,"08. Pho noodle: Sliced steak, Brisket",$14.30 
Pho King 4 ,54. House Curry - Chicken,$15.40 
Pho King 4 ,MN1. Banh Mi Mini Combo,$6.05 
Pho King 4 ,MN2. Banh Mi Mini Grilled Pork,$6.05 
Pho King 4 ,MN3. Banh Mi Mini Grilled Chicken,$6.05 
Pho King 4 ,MN4. Banh Mi Mini Tofu,$5.50 
Pho King 4 ,BM2. Pork Roll Banh Mi,$8.80 
Pho King 4 ,BM4. Grilled Chicken Banh Mi,$8.80 
Pho King 4 ,BM5. Fried Egg Banh Mi,$8.80 
Pho King 4 ,BM6. Tofu Banh Mi,$8.25 
Pho King 4 ,BM7. Special Vegan Banh Mi,$8.80 
Pho King 4 ,K2. Beef Pho with Sliced Steak,$7.70 
Pho King 4 ,K3. Beef Pho with Meatballs,$7.70 
Pho King 4 ,K4. Chicken Pho,$7.70 
Jack's Urban Eats,Santa Fe Chicken,$19.33 
Jack's Urban Eats,Kids Chicken Strips,$11.33 
Jack's Urban Eats,Kids Grilled Cheese,$11.33 
Jack's Urban Eats,Kids Chicken Plate,$11.33 
Jack's Urban Eats,Kids Steak Plate,$11.33 
Jack's Urban Eats,Kids Turkey Plate,$11.33 
Jack's Urban Eats,Mac & Cheese,$7.73 
Jack's Urban Eats,Mashed Potatoes,$7.73 
Jack's Urban Eats,Baked Cheese Bread,$2.67 
Jack's Urban Eats,Sliced Pugliese,$1.33 
Jack's Urban Eats,Veg- Roasted Asparagus,$5.75 
Jack's Urban Eats,Turkey Corn Chowder,$8.67 
Jack's Urban Eats,Winter Vegetables,$7.73 
Halal Bros,Dole Strawberry Lemonade,$2.99 
Halal Bros,Chicken Fries,$14.90 
Halal Bros,Lamb/Beef Fries,$14.90 
Halal Bros,Mix Fries,$14.90 
Halal Bros,Falafel Fries,$12.06 
Halal Bros,Cheeseburger,$10.29 
Halal Bros,Crispy chicken sandwich,$9.29 
Halal Bros,Double cheese burger,$11.22 
Halal Bros,Chapli burger,$10.29 
Tasty Kitchen,Hong Kong Style Ribs,$18.75 
Tasty Kitchen,Curry Roast Duck Clay Pot,$19.50 
Tasty Kitchen,Curry Chicken Clay Pot,$19.14 
Tasty Kitchen,Curry Assorted Seafood Clay Pot,$21.54 
Tasty Kitchen,Curry Pork Chop Clay Pot,$19.14 
Tasty Kitchen,Curry Beef Stew Clay Pot,$21.54 
Tasty Kitchen,Curry Prawn Clay Pot,$21.54 
Tasty Kitchen,Curry Beef,$19.14 
Tasty Kitchen,Oyster and Roast Pork in Clay Pot,$21.80 
Tasty Kitchen,Braised Seafood with Tofu in Clay Pot,$20.35 
Tasty Kitchen,Spicy Seafood with Tofu in Clay Pot,$20.35 
Tasty Kitchen,Tender Beef Stew in Clean Broth,$26.50 
Tasty Kitchen,Chicken and Eggplant with Salty Fish Flavor in Clay Pot,$19.14 
Tasty Kitchen,Garlic Eggplant with Cod Fillet in Clay Pot,$20.35 
Tasty Kitchen,House Special Clay Pot,$21.80 
Tasty Kitchen,Braised Cod Fillet in Clay Pot,$20.34 
Tasty Kitchen,House Special Chicken in Clay Pot,$20.35 
Tasty Kitchen,Braised Beef Brisket and Casserole,$21.54 
Tasty Kitchen,Beer Marinated Beef Short Rib with Japanese Pumpkin in Clay Pot,$22.75 
Tasty Kitchen,Chicken and Tofu with Salted Fish Flavor,$19.14 
Tasty Palace Pin Xiang Ge,"Pork with Egg, Cucumber and Black Fungus木须肉",$19.99 
Tasty Palace Pin Xiang Ge,Sweet and Sour Ribs糖醋排骨,$20.99 
Tasty Palace Pin Xiang Ge,Braised Pig‘s Trotter红烧猪脚,$21.99 
Tasty Palace Pin Xiang Ge,Stir-fried Pork with Bamboo笋尖炒肉,$19.99 
Tasty Palace Pin Xiang Ge,Stir-fried Pork with Green Pepper青椒炒肉,$19.99 
Tasty Palace Pin Xiang Ge,Shredded Pork with Sweet Bean Sauce京酱肉丝,$19.99 
Tasty Palace Pin Xiang Ge,Spicy Pig's Trotter香辣猪脚,$21.99 
Tasty Palace Pin Xiang Ge,Sweet and Sour Chicken甜酸鸡,$18.99 
Tasty Palace Pin Xiang Ge,Boneless Spicy Chicken无骨辣子鸡,$18.99 
Tasty Palace Pin Xiang Ge,Spicy Chicken with Noodles大盘鸡,$23.99 
Tasty Palace Pin Xiang Ge,Chicken with Broccoli 芥兰鸡,$18.99 
Tasty Palace Pin Xiang Ge,Kung Pao Chicken 宫保鸡丁,$18.99 
Tasty Palace Pin Xiang Ge,Spicy Mongolian Chicken蒙古鸡,$18.99 
Tasty Palace Pin Xiang Ge,Braised Beef Brisket with Tomato,$21.99 
Tasty Palace Pin Xiang Ge,Spicy Mongolian Beef,$20.99 
Tasty Palace Pin Xiang Ge,Stir-fried Beef with Chili,$20.99 
Tasty Palace Pin Xiang Ge,Beef with Broccoli,$19.99 
Tasty Palace Pin Xiang Ge,Szechuan Boiled Beef,$22.99 
Tasty Palace Pin Xiang Ge,Beef with Chili Pepper,$20.99 
Tasty Palace Pin Xiang Ge,Stir-fried Beef with Onion,$20.99 
Tasty Palace Pin Xiang Ge,Cumin Flavored Beef,$20.99 
Teriyaki Madness,Utensils & Napkins,$14.99+
Panda Express,Peach Lychee Flavored Refresher,$13.00+
Panda Express,Pomegranate Pineapple Flavored Lemonade,$14.90+
Panda Express,Watermelon Mango Flavored Refresher,$4.15+
Panda Express,Barq's Root Beer,$4.15+
Panda Express,Fanta Orange,$4.15+
Panda Express,Minute Maid Lemonade,$3.00+
Panda Express,Sprite,$3.00+
Panda Express,Coca Cola Cherry,$3.00+
Panda Express,Fanta Strawberry,$3.00+
Panda Express,Fuze Raspberry Iced Tea,$3.00+
Panda Express,Passion Mango Black Tea,$3.00+
Panda Express,Dasani,$3.00+
Panda Express,Powerade Berry Blast,$3.00+
Panda Express,Minute Maid Apple Juice,$3.00+
Panda Express,Coke Mexico,$3.50+
Panda Express,Sprite,$3.00+
Panda Express,Smartwater,$3.90+
Dah Bao,Wintermelon Jasmine Milk Tea,$6.00 
Dah Bao,Pineapple Jasmine Milk Tea,$6.00 
Dah Bao,Passion Fruit Jasmine Milk Tea,$6.00 
Dah Bao,Jasmine Milk Tea,$5.50 
Dah Bao,Peach Jasmine Milk Tea,$6.00 
Dah Bao,Peach Yakult Tea,$6.00 
Dah Bao,Lychee Yakult Tea,$6.00 
Dah Bao,Mango Yakult Tea,$6.00 
Dah Bao,Strawberry Yakult Tea,$6.00 
Dah Bao,Taro Strawberry Milk Tea,$6.00 
Dah Bao,Brown Sugar Milk,$6.00 
Dah Bao,Taro Milk Tea,$6.00 
Dah Bao,Wintermelon Milk,$6.00 
Dah Bao,Reeses Ice Cream Shake,$8.00 
Dah Bao,Taro Ice Cream Shake,$8.00 
Dah Bao,Oreo Matcha Ice Cream Shake,$8.50 
Dah Bao,Happy Delight,$7.15 
Dah Bao,Oreo Ice Cream Shake,$8.00 
Dah Bao,Thai Freeze,$8.00 
Dah Bao,Mango Matcha Smoothie,$8.00 
Dah Bao,Strawberry Matcha Smoothie,$8.00 
Dah Bao,Blueberry Matcha Smoothie,$8.00 
Taqueria El Burrito 2,Regular Torta,$13.45 
Taqueria El Burrito 2,Super Burrito,$16.15 
Taqueria El Burrito 2,Super Taco,$8.05+
Taqueria El Burrito 2,Shrimp Soft Taco,$6.00 
Taqueria El Burrito 2,Fish Soft Taco,$6.00 
Taqueria El Burrito 2,Hard Shell Taco,$7.55+
Taqueria El Burrito 2,Vegetarian Taco,$6.70 
Taqueria El Burrito 2,Carne Asada Fries,$17.50+
Taqueria El Burrito 2,Veggie Fries,$15.00 
Taqueria El Burrito 2,Super Quesadilla,$13.45 
Taqueria El Burrito 2,Regular Quesadilla,$8.05 
Taqueria El Burrito 2,Giant Quesadilla,$16.15 
Taqueria El Burrito 2,Giant Shrimp Quesadilla,$17.50 
Taqueria El Burrito 2,Super Torta,$14.30 
Taqueria El Burrito 2,Regular Torta,$13.45 
Taqueria El Burrito 2,Torta Ahogada,$14.30 
Taqueria El Burrito 2,Torta de Jamon,$14.30 
Nami Sushi,Raw Tuna Avocado Roll,$8.25 
Nami Sushi,Raw Tuna Cucumber Roll,$8.25 
Nami Sushi,Raw Alaska Roll,$8.25 
Nami Sushi,Raw Philadelphia Roll,$8.75 
Nami Sushi,Raw Spicy Salmon Roll,$8.99 
Nami Sushi,Raw Spicy Tuna Roll,$8.99 
Nami Sushi,Kamikaze Roll,$9.25 
Nami Sushi,Raw Yellowtail Jalapeno Roll,$8.25 
Nami Sushi,Spicy Crabmeat Roll,$8.99 
Nami Sushi,California Roll,$9.25 
Nami Sushi,Crab Cream Cheese,$9.25 
Nami Sushi,Salmon Skin Roll,$8.75 
Nami Sushi,Eel Avocado Roll,$9.25 
Nami Sushi,Eel Cucumber Roll,$9.25 
Nami Sushi,Shrimp Avocado Roll,$8.75 
Nami Sushi,Shrimp Cucumber Roll,$8.75 
Nami Sushi,Chicken Tempura Roll,$9.55 
Nami Sushi,Shrimp Tempura Roll,$9.55 
Nami Sushi,Salmon Tempura Roll,$9.55 
Manna Restaurant,202. Doenjang – Jjigae,$22.79 
Manna Restaurant,203. Chadol Doenjang,$23.99 
Manna Restaurant,204. Kimchi - Jjigae,$22.79 
Manna Restaurant,205. Tofu-Jjigae,$22.79 
Manna Restaurant,206. Budae - Jjigae,$27.59+
Manna Restaurant,207. Yukgaejang,$25.19 
Manna Restaurant,208. Galbitang,$32.39 
Manna Restaurant,210. Samgyetang,$35.99 
Manna Restaurant,R-701. Chicken Teriyaki,$25.19 
Manna Restaurant,R-702. Spicy Chicken,$25.19 
Manna Restaurant,R-703. Spicy Polk – Bulgogi,$26.39 
Manna Restaurant,R-704. Jeyuk - Kimchi – Bokkeum,$28.79 
Manna Restaurant,R-705. Ojingeo– Bokkeum,$32.39 
Manna Restaurant,R-706. Ohsam – Bulgogi,$34.79 
Manna Restaurant,R-707. Bulgogi,$31.19 
Manna Restaurant,R-708. Galbi,$38.99 
Manna Restaurant,R-709. Grilled Mackerel,$27.59 
Sourdough & Co.,Chips,$1.89 
Sourdough & Co.,Apple Sauce,$1.29 
Raising Cane's Chicken Fingers,The Box Combo,$12.99+
Pho Yummy,Chicken Pho,$18.00+
Pho Yummy,Guilan Noodles,$22.00 
Pho Yummy,Pork Chop over Rice,$22.00 
Pho Yummy,Sliced Pork over Rice,$20.00 
Pho Yummy,Chicken over Rice,$20.00 
Pho Yummy,Filet Mignon over Rice,$22.00 
Thai Farm House,Fresh Roll,$10.95 
Thai Farm House,Drunken Noodles,$16.95+
Thai Farm House,Prik Khing,$16.95+
Thai Farm House,Prik Khing,$16.95+
Thai Farm House,Combination Prik Khing,$18.95+
Thai Farm House,Pad Pak,$16.95+
Thai Farm House,Combination Pad Pak,$18.95+
Thai Farm House,Pa Ram,$16.95+
Thai Farm House,Combination Pa Ram,$18.95+
Thai Farm House,Sweet and Sour,$16.95+
Thai Farm House,Combination Sweet and Sour,$18.95+
Thai Farm House,Thai Fried Rice,$16.95+
Thai Farm House,Combination Thai Fried Rice,$18.95+
Thai Farm House,Spicy Basil Fried Rice,$16.95+
Thai Farm House,Combination Spicy Basil Fried Rice,$18.95+
Thai Farm House,Pineapple Fried Rice,$16.95+
Thai Farm House,Combination Pineapple Fried Rice,$18.95+
Thai Farm House,Kanha Moogrob,$17.95 
Thai Farm House,Grapow Moogrob,$17.95 
The Coconut On T,32. Se Ew,$18.14+
The Coconut On T,24. Green Curry,$18.14+
The Coconut On T,9. Tom Kha,$11.64+
Round Table Pizza,"14"" Large Montague's All Meat Marvel Pizza",$33.99+
Round Table Pizza,"16"" Extra Large Montague's All Meat Marvel Pizza",$39.99+
Round Table Pizza,"7.5"" Personal Montague's All Meat Marvel Pizza",$10.99+
Round Table Pizza,"12"" Medium Montague's All Meat MarvelPizza",$26.99+
Round Table Pizza,Small Montague's All Meat MarvelPizza,$17.99+
Round Table Pizza,Cauliflower Montague's All Meat MarvelPizza,$18.99+
Round Table Pizza,"14"" Large Chicken and Garlic Gourmet Pizza",$33.99+
Round Table Pizza,"16"" Extra Large Chicken and Garlic Gourmet Pizza",$39.99+
Round Table Pizza,"7.5"" Personal Chicken and Garlic Gourmet Pizza",$10.99+
Round Table Pizza,"12"" Medium Chicken and Garlic Gourmet Pizza",$26.99+
Round Table Pizza,Small Chicken and Garlic Gourmet Pizza,$17.99+
Round Table Pizza,Cauliflower Chicken and Garlic Gourmet Pizza,$18.99+
Round Table Pizza,"14"" Large BBQ Chicken Pizza",$33.99+
Round Table Pizza,"16"" Extra Large BBQ Chicken Pizza",$39.99+
Round Table Pizza,"7.5"" Personal BBQ Chicken Pizza",$10.99+
Round Table Pizza,"12"" Medium BBQ Chicken Pizza",$26.99+
Round Table Pizza,Small BBQ Chicken Pizza,$17.99+
Round Table Pizza,Cauliflower BBQ Chicken Pizza,$18.99+
Yeti Restaurant,Veggie Tikka Masala with Rice,$15.99 
Yeti Restaurant,Chicken Tikka Masala with Rice,$17.99 
Yeti Restaurant,Chicken Tikka Masala with Rice,$17.99 
Yeti Restaurant,Chicken Curry with Rice,$16.99 
Yeti Restaurant,Basil Chicken Curry with Rice,$16.99 
Yeti Restaurant,Chicken Vindalo with Rice,$16.99 
Yeti Restaurant,Chicken Korma with Rice,$17.99 
Yeti Restaurant,Chicken Makhani with Rice,$17.99 
Yeti Restaurant,Chicken Mushroom with Rice,$16.99 
Yeti Restaurant,Chicken Saag with Rice,$16.99 
Yeti Restaurant,Chicken Chilli with Rice,$17.99 
Yeti Restaurant,Rogan Josh with Rice,$18.99 
Yeti Restaurant,Saag Gosht with Rice,$18.99 
Yeti Restaurant,Lamb Vindalo with Rice,$18.99 
Yeti Restaurant,Lamb Tikka Masala with Rice,$18.99 
Yeti Restaurant,Lamb Korma with Rice,$18.99 
Yeti Restaurant,Lamb Mushroom with Rice,$18.99 
Yeti Restaurant,Chef's Special Lamb Curry,$18.99 
Yeti Restaurant,Special Combo Tikka Masala with Rice,$19.99 
Yeti Restaurant,Goat Meat curry (Bone In),$20.99 
Kathmandu Kitchen,Vegan Thali,$16.95 
Kathmandu Kitchen,Chicken Makhani,$17.95+
Kathmandu Kitchen,Chicken Jalfraize,$17.95+
Kathmandu Kitchen,Chicken Vindaloo,$17.95+
Kathmandu Kitchen,Chicken Chili,$17.95+
Kathmandu Kitchen,Chicken Chau Chau,$17.95+
Kathmandu Kitchen,Basil Chicken,$17.95+
Kathmandu Kitchen,Kitchen Masala,$17.95+
Kathmandu Kitchen,Kitchen Special,$24.95+
Kathmandu Kitchen,Lamb Tikka Masala,$18.95+
Kathmandu Kitchen,Lamb Korma,$18.95+
Kathmandu Kitchen,Lamb Saagwala,$18.95+
Kathmandu Kitchen,Lamb Mushroom,$18.95+
Kathmandu Kitchen,Lal Maas,$18.95+
Kathmandu Kitchen,Lamb Vindaloo,$18.95+
Kathmandu Kitchen,Traditional Lamb Curry,$18.95+
Kathmandu Kitchen,Lamb Coconut,$18.95+
Kathmandu Kitchen,Lamb Jalfraize,$18.95+
Habit Burger & Grill,Variety Meal,$67.52 
Habit Burger & Grill,Family Char Meal,$58.77 
Habit Burger & Grill,Chars & Bites Bundle,$61.27 
Habit Burger & Grill,Side Caesar Salad,$5.99 
Habit Burger & Grill,Side Salad,$5.86 
Habit Burger & Grill,10 pcs Crispy Chicken Bites,$10.74 
Habit Burger & Grill,5 pcs Crispy Chicken Bites,$7.49 
Habit Burger & Grill,French Fries,$4.99 
