Item Name,Price,Time of Day
Iced French Vanilla Coffee,$2.69+,morning
Premium Hot Chocolate,$3.59+,morning
Caramel Frappé,$4.99+,morning
Mocha Frappé,$4.99+,morning
Mocha,$4.19+,morning
Iced Mocha,$4.19+,morning
Latte,$4.19+,morning
Caramel Latte,$4.19+,morning
French Vanilla Latte,$4.19+,morning
Iced Latte,$4.19+,morning
Iced Caramel Latte,$4.19+,morning
Iced French Vanilla Latte,$4.19+,morning
Medium Cappuccino,$5.39,morning
Medium Vanilla Cappuccino,$5.39,morning
